"site_id","entity_id","latitude","longitude","elevation","geology","cover_thickness","distance_entrance","d18O_measurements","datings","min_corr_age","max_corr_age","period","mineralogy","mean_d18O"
1,1,30.7903,77.7764,3000,"limestone","30","32.4",737,37,12209.19,56235.5,44026.31,"calcite",-5.705
1,2,30.7903,77.7764,3000,"limestone","30","32.4",703,24,24957,43676,18719,"calcite",-5.72
1,3,30.7903,77.7764,3000,"limestone","30","32.4",462,18,43675,58309.79,14634.79,"calcite",-6.26
1,4,30.7903,77.7764,3000,"limestone","30","32.4",1614,31,58310,179204,120894,"calcite",-5.435
1,5,30.7903,77.7764,3000,"limestone","30","32.4",218,8,179279.92,191449,12169.08,"calcite",-5.178
1,6,30.7903,77.7764,3000,"limestone","30","32.4",107,4,227021,234000,6979,"calcite",-5.481
1,7,30.7903,77.7764,3000,"limestone","30","32.4",187,5,271150,283817,12667,"calcite",-4.88
1,8,30.7903,77.7764,3000,"limestone","30","32.4",346,3,199872,225988,26116,"calcite",-6.044
1,9,30.7903,77.7764,3000,"limestone","30","32.4",198,6,874,3477,2603,"calcite",-8.592
1,10,30.7903,77.7764,3000,"limestone","30","32.4",249,7,243063,265735,22672,"calcite",-5.412
2,11,42.87,81.75,2000,"unknown","NULL","NULL",134,7,3570,9890,6320,"calcite",-11.05
2,12,42.87,81.75,2000,"unknown","NULL","NULL",384,36,53270.21,235118.53,181848.32,"calcite",-9.069
2,13,42.87,81.75,2000,"unknown","NULL","NULL",450,22,257190.17,456456.18,199266.01,"calcite",-8.414
2,14,42.87,81.75,2000,"unknown","NULL","NULL",159,4,5,3520,3515,"calcite",-8.602
2,15,42.87,81.75,2000,"unknown","NULL","NULL",770,45,75374.61,298324.8,222950.19,"calcite",-9.796
2,16,42.87,81.75,2000,"unknown","NULL","NULL",51,7,8429,15009,6580,"calcite",-9.971
2,17,42.87,81.75,2000,"unknown","NULL","NULL",610,23,70872.64,230103.04,159230.4,"calcite",-9.886
2,19,42.87,81.75,2000,"unknown","NULL","NULL",46,4,852,1318,466,"calcite",-8.662
3,20,-4.0667,-55.45,60,"limestone","NULL","200",449,15,714.41,4811.51,4097.1,"calcite",-7.183
3,21,-4.0667,-55.45,60,"limestone","NULL","200",145,8,-48.05,768.47,816.52,"calcite",-5.699
3,22,-4.0667,-55.45,60,"limestone","NULL","500",111,12,40683,44635.83,3952.83,"calcite",-3.845
3,23,-4.0667,-55.45,60,"limestone","NULL","500",817,41,17956.63,45143.94,27187.31,"calcite",-3.727
3,24,-4.0667,-55.45,60,"limestone","NULL","500",100,3,26490.28,28443.66,1953.38,"calcite",-3.657
3,25,-4.0667,-55.45,60,"limestone","NULL","200",402,13,4439.78,10926.55,6486.77,"calcite",-7.225
3,26,-4.0667,-55.45,60,"limestone","NULL","200",168,15,9475.67,28285.94,18810.27,"calcite",-3.451
4,27,45.43,0.78,175,"limestone","NULL","NULL",102,9,-43,8657,8700,"calcite",-4.849
4,28,45.43,0.78,175,"limestone","30","NULL",299,26,31437.91,82854.5,51416.59,"calcite",-3.829
4,29,45.43,0.78,175,"limestone","40","200",85,12,5361,15875,10514,"calcite",-4.363
4,30,45.43,0.78,175,"limestone","30","NULL",143,13,28892.68,52156.42,23263.74,"calcite",-4.154
4,31,45.43,0.78,175,"limestone","30","NULL",191,24,31340.9,49663.24,18322.34,"calcite",-3.812
4,32,45.43,0.78,175,"limestone","25","150",611,6,1055,178002,176947,"calcite",-4.557
4,33,45.43,0.78,175,"limestone","8","150",336,9,-37.73,2332.94,2370.67,"calcite",-4.438
5,34,29.0333,107.1833,2140,"limestone","NULL","NULL",64,10,179643,190357.45,10714.45,"calcite",-7.589
5,35,29.0333,107.1833,2140,"limestone","NULL","NULL",195,11,133508.52,181866,48357.48,"calcite",-8.189
5,36,29.0333,107.1833,2140,"limestone","NULL","NULL",88,11,172620,206839,34219,"calcite",-8.287
5,38,29.0333,107.1833,2140,"limestone","NULL","NULL",253,19,95506.29,173088.74,77582.45,"calcite",-8.088
5,39,29.0333,107.1833,2140,"limestone","NULL","NULL",1105,54,37793,78874.29,41081.29,"calcite",-8.091
6,40,32.5,119.17,86,"unknown","NULL","35",268,16,18310,53001,34691,"calcite",-7.049
6,41,32.5,119.17,86,"unknown","NULL","35",285,20,35900,75646,39746,"calcite",-7.711
6,42,32.5,119.17,86,"unknown","NULL","35",149,12,10495,19338,8843,"calcite",-6.196
6,43,32.5,119.17,86,"unknown","NULL","35",338,3,14389,17234,2845,"calcite",-6.086
7,45,-24,29.1833,1420,"dolomite","22.5","100",70,12,465.82,4378.51,3912.69,"aragonite",-3.787
7,48,-24,29.1833,1420,"dolomite","22.5","100",1230,31,-48,24378.18,24426.18,"aragonite",-3.308
7,49,-24,29.1833,1420,"dolomite","22.5","100",820,7,-46,313.57,359.57,"aragonite",-4.054
8,50,54.2209,-2.5168,294,"limestone","50","250",370,16,3456.22,12717.56,9261.34,"calcite",-4.22
8,51,54.2209,-2.5168,294,"limestone","50","250",471,9,261.86,9735.67,9473.81,"calcite",-4.045
8,52,54.2209,-2.5168,294,"limestone","50","250",367,9,945.79,8462.88,7517.09,"calcite",-3.779
9,53,38.4,67.23,3226,"unknown","NULL","NULL",3798,27,7969.14,134058.92,126089.78,"calcite",-6.352
9,54,38.4,67.23,3226,"unknown","NULL","NULL",2471,46,-58.12,114822.06,114880.18,"calcite",-6.028
10,55,-21.083,-56.583,570,"dolomite","NULL","300",1885,40,5489.18,18596,13106.82,"aragonite",-4.741
10,56,-21.083,-56.583,570,"dolomite","NULL","300",855,14,15330.96,22305.48,6974.52,"aragonite",-5.916
10,57,-21.083,-56.583,570,"dolomite","NULL","300",583,23,21851.94,27906.48,6054.54,"aragonite",-5.802
11,58,33.95,35.65,100,"limestone","100","200",1600,63,1137,12288,11151,"calcite",-5.513
11,59,33.95,35.65,100,"limestone","100","200",120,7,13330,20367,7037,"calcite",-4.245
11,60,33.95,35.65,100,"limestone","100","200",110,6,372,847,475,"calcite",-5.516
12,61,25.2622,91.8817,1160,"mixed","NULL","1290",1455,11,3653,12395,8742,"calcite",-6.246
12,62,25.2622,91.8817,1160,"mixed","NULL","NULL",367,11,5532.59,33788.23,28255.64,"unknown",-3.623
12,63,25.2622,91.8817,1160,"mixed","30","NULL",1019,20,6510.08,15907.25,9397.17,"calcite",-5.606
13,64,-17.03,125,100,"limestone","NULL","300",131,17,9804,17443,7639,"calcite",-2.964
13,66,-17.03,125,100,"limestone","NULL","300",79,5,18496,24379,5883,"calcite",-2.966
14,67,39.01,-114.22,2080,"limestone","NULL","NULL",77,7,105617.01,128604,22986.99,"calcite",-13.192
14,68,39.01,-114.22,2080,"limestone","NULL","NULL",78,8,133340.2,174096.44,40756.24,"calcite",-12.065
14,69,39.01,-114.22,2080,"limestone","NULL","NULL",53,16,128888,133168,4280,"calcite",-11.784
15,70,47.2501,9.6667,780,"limestone","NULL","NULL",779,19,75492.44,80896.94,5404.5,"calcite",-8.302
15,71,47.2501,9.6667,780,"limestone","NULL","NULL",1263,23,80982.06,89489,8506.94,"calcite",-8.817
15,72,47.2501,9.6667,780,"limestone","NULL","NULL",451,20,88609.98,89723.31,1113.33,"calcite",-8.834
16,73,50.1164,5.1884,180,"limestone","NULL","NULL",135,10,4778,10949,6171,"calcite",-4.936
